date,area_type,area_code,area_name,metric,metric_name,value
2020-04-03,nhsRegion,E40000010,North West,newAdmissions,New admissions,446.0
2020-04-04,nhsRegion,E40000003,London,newAdmissions,New admissions,733.0
2020-04-04,nhsRegion,E40000006,South West,newAdmissions,New admissions,98.0
2020-04-04,nhsRegion,E40000010,North West,newAdmissions,New admissions,398.0
2020-04-04,nhsRegion,E40000007,East of England,newAdmissions,New admissions,163.0
2020-04-04,nhsRegion,E40000005,South East,newAdmissions,New admissions,348.0
2020-04-04,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,559.0
2020-04-04,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,294.0
2020-04-05,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,365.0
2020-04-05,nhsRegion,E40000010,North West,newAdmissions,New admissions,379.0
2020-04-05,nhsRegion,E40000003,London,newAdmissions,New admissions,732.0
2020-04-05,nhsRegion,E40000007,East of England,newAdmissions,New admissions,220.0
2020-04-05,nhsRegion,E40000006,South West,newAdmissions,New admissions,130.0
2020-04-05,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,489.0
2020-04-05,nhsRegion,E40000005,South East,newAdmissions,New admissions,277.0
2020-04-06,nhsRegion,E40000005,South East,newAdmissions,New admissions,326.0
2020-04-06,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,439.0
2020-04-06,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,404.0
2020-04-06,nhsRegion,E40000006,South West,newAdmissions,New admissions,144.0
2020-04-06,nhsRegion,E40000007,East of England,newAdmissions,New admissions,231.0
2020-04-06,nhsRegion,E40000003,London,newAdmissions,New admissions,743.0
2020-04-06,nhsRegion,E40000010,North West,newAdmissions,New admissions,392.0
2020-04-07,nhsRegion,E40000003,London,newAdmissions,New admissions,722.0
2020-04-07,nhsRegion,E40000006,South West,newAdmissions,New admissions,152.0
2020-04-07,nhsRegion,E40000010,North West,newAdmissions,New admissions,375.0
2020-04-07,nhsRegion,E40000007,East of England,newAdmissions,New admissions,164.0
2020-04-07,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,532.0
2020-04-07,nhsRegion,E40000005,South East,newAdmissions,New admissions,353.0
2020-04-07,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,446.0
2020-04-08,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,327.0
2020-04-08,nhsRegion,E40000003,London,newAdmissions,New admissions,744.0
2020-04-08,nhsRegion,E40000007,East of England,newAdmissions,New admissions,219.0
2020-04-08,nhsRegion,E40000006,South West,newAdmissions,New admissions,134.0
2020-04-08,nhsRegion,E40000005,South East,newAdmissions,New admissions,249.0
2020-04-08,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,536.0
2020-04-08,nhsRegion,E40000010,North West,newAdmissions,New admissions,410.0
2020-04-09,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,374.0
2020-04-09,nhsRegion,E40000010,North West,newAdmissions,New admissions,477.0
2020-04-09,nhsRegion,E40000005,South East,newAdmissions,New admissions,286.0
2020-04-09,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,336.0
2020-04-09,nhsRegion,E40000006,South West,newAdmissions,New admissions,121.0
2020-04-09,nhsRegion,E40000007,East of England,newAdmissions,New admissions,192.0
2020-04-09,nhsRegion,E40000003,London,newAdmissions,New admissions,554.0
2020-04-10,nhsRegion,E40000006,South West,newAdmissions,New admissions,131.0
2020-04-10,nhsRegion,E40000007,East of England,newAdmissions,New admissions,215.0
2020-04-10,nhsRegion,E40000003,London,newAdmissions,New admissions,531.0
2020-04-10,nhsRegion,E40000010,North West,newAdmissions,New admissions,352.0
2020-04-10,nhsRegion,E40000005,South East,newAdmissions,New admissions,269.0
2020-04-10,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,379.0
2020-04-10,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,319.0
2020-04-11,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,290.0
2020-04-11,nhsRegion,E40000006,South West,newAdmissions,New admissions,127.0
2020-04-11,nhsRegion,E40000007,East of England,newAdmissions,New admissions,165.0
2020-04-11,nhsRegion,E40000003,London,newAdmissions,New admissions,490.0
2020-04-11,nhsRegion,E40000005,South East,newAdmissions,New admissions,235.0
2020-04-11,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,335.0
2020-04-11,nhsRegion,E40000010,North West,newAdmissions,New admissions,313.0
2020-04-12,nhsRegion,E40000005,South East,newAdmissions,New admissions,228.0
2020-04-12,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,303.0
2020-04-12,nhsRegion,E40000010,North West,newAdmissions,New admissions,294.0
2020-04-12,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,309.0
2020-04-12,nhsRegion,E40000003,London,newAdmissions,New admissions,384.0
2020-04-12,nhsRegion,E40000006,South West,newAdmissions,New admissions,129.0
2020-04-12,nhsRegion,E40000007,East of England,newAdmissions,New admissions,144.0
2020-04-13,nhsRegion,E40000006,South West,newAdmissions,New admissions,113.0
2020-04-13,nhsRegion,E40000003,London,newAdmissions,New admissions,416.0
2020-04-13,nhsRegion,E40000007,East of England,newAdmissions,New admissions,214.0
2020-04-13,nhsRegion,E40000005,South East,newAdmissions,New admissions,227.0
2020-04-13,nhsRegion,E40000010,North West,newAdmissions,New admissions,304.0
2020-04-13,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,333.0
2020-04-13,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,305.0
2020-04-14,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,306.0
2020-04-14,nhsRegion,E40000003,London,newAdmissions,New admissions,447.0
2020-04-14,nhsRegion,E40000006,South West,newAdmissions,New admissions,106.0
2020-04-14,nhsRegion,E40000007,East of England,newAdmissions,New admissions,187.0
2020-04-14,nhsRegion,E40000005,South East,newAdmissions,New admissions,185.0
2020-04-14,nhsRegion,E40000010,North West,newAdmissions,New admissions,269.0
2020-04-14,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,359.0
2020-04-15,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,242.0
2020-04-15,nhsRegion,E40000010,North West,newAdmissions,New admissions,247.0
2020-04-15,nhsRegion,E40000005,South East,newAdmissions,New admissions,228.0
2020-04-15,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,254.0
2020-04-15,nhsRegion,E40000003,London,newAdmissions,New admissions,412.0
2020-04-15,nhsRegion,E40000006,South West,newAdmissions,New admissions,112.0
2020-04-15,nhsRegion,E40000007,East of England,newAdmissions,New admissions,113.0
2020-04-16,nhsRegion,E40000003,London,newAdmissions,New admissions,388.0
2020-04-16,nhsRegion,E40000007,East of England,newAdmissions,New admissions,133.0
2020-04-16,nhsRegion,E40000006,South West,newAdmissions,New admissions,118.0
2020-04-16,nhsRegion,E40000010,North West,newAdmissions,New admissions,254.0
2020-04-16,nhsRegion,E40000005,South East,newAdmissions,New admissions,326.0
2020-04-16,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,283.0
2020-04-16,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,275.0
2020-04-17,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,236.0
2020-04-17,nhsRegion,E40000003,London,newAdmissions,New admissions,358.0
2020-04-17,nhsRegion,E40000007,East of England,newAdmissions,New admissions,154.0
2020-04-17,nhsRegion,E40000006,South West,newAdmissions,New admissions,102.0
2020-04-17,nhsRegion,E40000010,North West,newAdmissions,New admissions,273.0
2020-04-17,nhsRegion,E40000005,South East,newAdmissions,New admissions,260.0
2020-04-17,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,291.0
2020-04-18,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,229.0
2020-04-18,nhsRegion,E40000005,South East,newAdmissions,New admissions,180.0
2020-04-18,nhsRegion,E40000010,North West,newAdmissions,New admissions,206.0
2020-04-18,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,231.0
2020-04-18,nhsRegion,E40000006,South West,newAdmissions,New admissions,91.0
2020-04-18,nhsRegion,E40000007,East of England,newAdmissions,New admissions,191.0
2020-04-18,nhsRegion,E40000003,London,newAdmissions,New admissions,283.0
2020-04-19,nhsRegion,E40000003,London,newAdmissions,New admissions,290.0
2020-04-19,nhsRegion,E40000006,South West,newAdmissions,New admissions,76.0
2020-04-19,nhsRegion,E40000007,East of England,newAdmissions,New admissions,148.0
2020-04-19,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,281.0
2020-04-19,nhsRegion,E40000005,South East,newAdmissions,New admissions,199.0
2020-04-19,nhsRegion,E40000010,North West,newAdmissions,New admissions,214.0
2020-04-19,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,267.0
2020-04-20,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,278.0
2020-04-20,nhsRegion,E40000007,East of England,newAdmissions,New admissions,126.0
2020-04-20,nhsRegion,E40000003,London,newAdmissions,New admissions,308.0
2020-04-20,nhsRegion,E40000006,South West,newAdmissions,New admissions,77.0
2020-04-20,nhsRegion,E40000005,South East,newAdmissions,New admissions,227.0
2020-04-20,nhsRegion,E40000010,North West,newAdmissions,New admissions,226.0
2020-04-20,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,280.0
2020-04-21,nhsRegion,E40000005,South East,newAdmissions,New admissions,198.0
2020-04-21,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,259.0
2020-04-21,nhsRegion,E40000010,North West,newAdmissions,New admissions,260.0
2020-04-21,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,253.0
2020-04-21,nhsRegion,E40000006,South West,newAdmissions,New admissions,89.0
2020-04-21,nhsRegion,E40000007,East of England,newAdmissions,New admissions,148.0
2020-04-21,nhsRegion,E40000003,London,newAdmissions,New admissions,288.0
2020-04-22,nhsRegion,E40000006,South West,newAdmissions,New admissions,84.0
2020-04-22,nhsRegion,E40000007,East of England,newAdmissions,New admissions,120.0
2020-04-22,nhsRegion,E40000003,London,newAdmissions,New admissions,225.0
2020-04-22,nhsRegion,E40000005,South East,newAdmissions,New admissions,202.0
2020-04-22,nhsRegion,E40000010,North West,newAdmissions,New admissions,214.0
2020-04-22,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,218.0
2020-04-22,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,247.0
2020-04-23,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,227.0
2020-04-23,nhsRegion,E40000003,London,newAdmissions,New admissions,266.0
2020-04-23,nhsRegion,E40000006,South West,newAdmissions,New admissions,84.0
2020-04-23,nhsRegion,E40000007,East of England,newAdmissions,New admissions,128.0
2020-04-23,nhsRegion,E40000005,South East,newAdmissions,New admissions,181.0
2020-04-23,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,221.0
2020-04-23,nhsRegion,E40000010,North West,newAdmissions,New admissions,182.0
2020-04-24,nhsRegion,E40000010,North West,newAdmissions,New admissions,211.0
2020-04-24,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,204.0
2020-04-24,nhsRegion,E40000005,South East,newAdmissions,New admissions,235.0
2020-04-24,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,223.0
2020-04-24,nhsRegion,E40000003,London,newAdmissions,New admissions,171.0
2020-04-24,nhsRegion,E40000007,East of England,newAdmissions,New admissions,141.0
2020-04-24,nhsRegion,E40000006,South West,newAdmissions,New admissions,92.0
2020-04-25,nhsRegion,E40000007,East of England,newAdmissions,New admissions,128.0
2020-04-25,nhsRegion,E40000006,South West,newAdmissions,New admissions,60.0
2020-04-25,nhsRegion,E40000003,London,newAdmissions,New admissions,137.0
2020-04-25,nhsRegion,E40000005,South East,newAdmissions,New admissions,168.0
2020-04-25,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,187.0
2020-04-25,nhsRegion,E40000010,North West,newAdmissions,New admissions,202.0
2020-04-25,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,198.0
2020-04-26,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,249.0
2020-04-26,nhsRegion,E40000007,East of England,newAdmissions,New admissions,148.0
2020-04-26,nhsRegion,E40000006,South West,newAdmissions,New admissions,51.0
2020-04-26,nhsRegion,E40000003,London,newAdmissions,New admissions,187.0
2020-04-26,nhsRegion,E40000005,South East,newAdmissions,New admissions,182.0
2020-04-26,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,210.0
2020-04-26,nhsRegion,E40000010,North West,newAdmissions,New admissions,181.0
2020-04-27,nhsRegion,E40000005,South East,newAdmissions,New admissions,199.0
2020-04-27,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,206.0
2020-04-27,nhsRegion,E40000010,North West,newAdmissions,New admissions,223.0
2020-04-27,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,259.0
2020-04-27,nhsRegion,E40000006,South West,newAdmissions,New admissions,69.0
2020-04-27,nhsRegion,E40000007,East of England,newAdmissions,New admissions,127.0
2020-04-27,nhsRegion,E40000003,London,newAdmissions,New admissions,261.0
2020-04-28,nhsRegion,E40000003,London,newAdmissions,New admissions,248.0
2020-04-28,nhsRegion,E40000007,East of England,newAdmissions,New admissions,184.0
2020-04-28,nhsRegion,E40000006,South West,newAdmissions,New admissions,71.0
2020-04-28,nhsRegion,E40000010,North West,newAdmissions,New admissions,194.0
2020-04-28,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,220.0
2020-04-28,nhsRegion,E40000005,South East,newAdmissions,New admissions,153.0
2020-04-28,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,226.0
2020-04-29,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,230.0
2020-04-29,nhsRegion,E40000003,London,newAdmissions,New admissions,212.0
2020-04-29,nhsRegion,E40000007,East of England,newAdmissions,New admissions,157.0
2020-04-29,nhsRegion,E40000006,South West,newAdmissions,New admissions,50.0
2020-04-29,nhsRegion,E40000010,North West,newAdmissions,New admissions,227.0
2020-04-29,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,223.0
2020-04-29,nhsRegion,E40000005,South East,newAdmissions,New admissions,196.0
2020-04-30,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,206.0
2020-04-30,nhsRegion,E40000010,North West,newAdmissions,New admissions,214.0
2020-04-30,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,192.0
2020-04-30,nhsRegion,E40000005,South East,newAdmissions,New admissions,164.0
2020-04-30,nhsRegion,E40000007,East of England,newAdmissions,New admissions,198.0
2020-04-30,nhsRegion,E40000006,South West,newAdmissions,New admissions,70.0
2020-04-30,nhsRegion,E40000003,London,newAdmissions,New admissions,183.0
2020-05-01,nhsRegion,E40000007,East of England,newAdmissions,New admissions,127.0
2020-05-01,nhsRegion,E40000005,South East,newAdmissions,New admissions,154.0
2020-05-01,nhsRegion,E40000006,South West,newAdmissions,New admissions,62.0
2020-05-01,nhsRegion,E40000003,London,newAdmissions,New admissions,201.0
2020-05-01,nhsRegion,E40000010,North West,newAdmissions,New admissions,181.0
2020-05-01,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,199.0
2020-05-01,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,157.0
2020-05-02,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,172.0
2020-05-02,nhsRegion,E40000005,South East,newAdmissions,New admissions,142.0
2020-05-02,nhsRegion,E40000006,South West,newAdmissions,New admissions,68.0
2020-05-02,nhsRegion,E40000003,London,newAdmissions,New admissions,150.0
2020-05-02,nhsRegion,E40000007,East of England,newAdmissions,New admissions,111.0
2020-05-02,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,151.0
2020-05-02,nhsRegion,E40000010,North West,newAdmissions,New admissions,186.0
2020-05-03,nhsRegion,E40000010,North West,newAdmissions,New admissions,194.0
2020-05-03,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,142.0
2020-05-03,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,180.0
2020-05-03,nhsRegion,E40000006,South West,newAdmissions,New admissions,68.0
2020-05-03,nhsRegion,E40000003,London,newAdmissions,New admissions,157.0
2020-05-03,nhsRegion,E40000005,South East,newAdmissions,New admissions,137.0
2020-05-03,nhsRegion,E40000007,East of England,newAdmissions,New admissions,166.0
2020-05-04,nhsRegion,E40000003,London,newAdmissions,New admissions,169.0
2020-05-04,nhsRegion,E40000006,South West,newAdmissions,New admissions,70.0
2020-05-04,nhsRegion,E40000005,South East,newAdmissions,New admissions,121.0
2020-05-04,nhsRegion,E40000007,East of England,newAdmissions,New admissions,106.0
2020-05-04,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,228.0
2020-05-04,nhsRegion,E40000010,North West,newAdmissions,New admissions,189.0
2020-05-04,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,180.0
2020-05-05,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,146.0
2020-05-05,nhsRegion,E40000003,London,newAdmissions,New admissions,178.0
2020-05-05,nhsRegion,E40000007,East of England,newAdmissions,New admissions,90.0
2020-05-05,nhsRegion,E40000005,South East,newAdmissions,New admissions,111.0
2020-05-05,nhsRegion,E40000006,South West,newAdmissions,New admissions,49.0
2020-05-05,nhsRegion,E40000010,North West,newAdmissions,New admissions,201.0
2020-05-05,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,184.0
2020-05-06,nhsRegion,E40000008,Midlands,newAdmissions,New admissions,201.0
2020-05-06,nhsRegion,E40000010,North West,newAdmissions,New admissions,158.0
2020-05-06,nhsRegion,E40000009,North East and Yorkshire,newAdmissions,New admissions,152.0
2020-05-06,nhsRegion,E40000007,East of England,newAdmissions,New admissions,128.0
2020-05-06,nhsRegion,E40000003,London,newAdmissions,New admissions,216.0
